"DISE id","School Name","Management","Medium of Instruction","Category","Sex","Cluster","Block","District","School Type","Assembly","Parliament","Pincode","Address","Landmark","Bus Number","Coordinates","BEO Name","BEO Contact","BEO Mobile","BEO Email","DDPI Name","DDPI Juristiction","DDPI Contact 1","DDPI Contact 2","DDPI Mobile","DDPI Email"
"32332","GKLPS LAKSHMIPURA (BANNERUGHATTA)","ed","kannada","Lower Primary","co-ed","bannerughatta","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Sakalavara Post, Jigani Hobli, Anekal Taluk, Bangalore, Lakshmipura","Near Lakshmipura Bus Stop","367 D","POINT(77.59392 12.81914)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32515","GKHPS SIDDHANAPALYA","ed","kannada","Upper Primary","co-ed","chikkahosahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Indlavadi Post, Anekal Taluk, Kasaba Hobli, Siddhanapalya","Indlavadi Cross","232, 236","POINT(77.66158 12.72448)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33438","GKHPS RAJAPURA","ed","kannada","Upper Primary","co-ed","hennagra","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Hennagara Post, Anekla Taluk, Jigani Hobli, Bangalore, Rajapura","Infront Rajapura Bus Stop And Near Rajapura Samstana Matta","353E","POINT(77.67459 12.77622)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32699","GKHPS BOMMASANDRA","ed","kannada","Upper Primary","co-ed","hebbagodi","anekal","bangalore u south","primary","Anekal","Bangalore Rural","560099","Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore, Bommasandra","Beside Bommasandra Milk Dairy","","POINT(77.69861 12.81555)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33375","GKLPS KAMMANAHALLI","ed","kannada","Lower Primary","co-ed","mugaluru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562125","Kuguru post,Anekal taluk,Sarjapur Hobli, Kammana halli","Near Kammana halli Bus Stop","323A,323B","POINT(77.79817 12.90848)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32336","GKLPS VAJARAHALLI","ed","kannada","Lower Primary","co-ed","bannerughatta","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Kariyappanahalli Road, Bannerghatta Road, Jigani Hobli, Anekal Taluk, Bangalore, Vajarahalli","Near Jangalpalya Bus Stop","367","POINT(77.5895 12.80574)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33387","GUHPS SHIKARIPALYA","ed","kannada","Upper Primary","co-ed","hennagra","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","560100","Hulimangala Post, Anekla Taluk, Jigani Hobli, Shikari Palya","Near Shikari Palya Bus Stop","346F, 346Q, 346K, 250F","POINT(77.65224 12.83434)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32223","GKLPS HALEHALLI (ATTIBELE)","ed","kannada","Lower Primary","co-ed","attibele","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Mayasandra Post, Attibele Hobli, Anekal Taluk, Bangalore, Halehalli","Near Muneshwara Swamy Temple","358 A","POINT(77.75134 12.73759)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32520","GKLPS AREHALLI (CHIKKAHOSAHALLI)","ed","kannada","Lower Primary","co-ed","chikkahosahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Thammanayakanahalli Post, Anekal Taluk, Kasaba Hobli","Near Arehalli Bus Stop","","POINT(77.65127 12.70007)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32088","GMPS VANAKANAHALLI","ed","kannada","Model Primary","co-ed","anekal","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Thammanayakanahalli Post, Anekal Taluk","Behind Chudhalli Bus Stop","K.S.R.T.C","POINT(77.69445 12.67161)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32706","GKHPS OLD CHANDAPURA","ed","kannada","Upper Primary","co-ed","hebbagodi","anekal","bangalore u south","primary","Anekal","Bangalore Rural","560099","Lakshmisagara Road, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore, Hale Chandapura","Infront Ashwath Katte & Basaveshwara Swamy Temple","360, 360 A, 360 B","POINT(77.7111 12.8027)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32860","GKLPS KAGGALIPURA","ed","kannada","Lower Primary","co-ed","huskuru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562107","Anekal Taluk, Huskuru Posts, Sarjapura Hobli, Kaggalipura","Opposite Kaggalipura Bus Stop","349F, 349M","POINT(77.72429 12.85455)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32705","GKHPS KITHAGANAHALLI","ed","kannada","Upper Primary","co-ed","hebbagodi","anekal","bangalore u south","primary","Anekal","Bangalore Rural","560099","Hennagara Road, Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore, Kithiganahalli","Beside Nageshwara Swamy Temple","352","POINT(77.69623 12.80229)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32405","GKLPS CHIKKAHAGADE","ed","kannada","Lower Primary","co-ed","byagadadenahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore, Chikkahagade","Compound Inside Ganapathi Temple","361 B","POINT(77.70048 12.73562)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32806","GKLPS N GOLAHALLI (HARAGADDE)","ed","kannada","Lower Primary","co-ed","haragadde","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Haragadde Post, Anekal Taluk, Jigani, Nusenoor Gollahalli","Jigani To Indlavadi Main Road","372A","POINT(77.64584 12.74053)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32805","GKLPS DYAVASANDRA","ed","kannada","Lower Primary","co-ed","haragadde","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Haragadde Post, Anekal Taluk, Jigani, Dyavasandra","Near Anjaneya Temple","","POINT(77.64808 12.75712)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33410","GKLPS KRISHNASAGARA","ed","kannada","Lower Primary","co-ed","nerlooru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Attibele Industrial Area, Yadavanahalli Post, Attibele Hobli, Anekal Taluk, Bangalore, Krishna Sagara","Opposite J.M.J Engineering","358, 360, 360A, 360B","POINT(77.74831 12.78204)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32329","GKLPS CHINNAYYANAPALYA (BANNERUGHATA)","ed","kannada","Lower Primary","co-ed","bannerughatta","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Sakalavara Post, Jigani Hobli, Anekal Taluk, Bangalore, S.Chinnayanapalya","Near Maramma Temple","0","POINT(77.62 12.81)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32085","GKLPS SOLUR","ed","kannada","Lower Primary","co-ed","anekal","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Vanakanahalli Post, Anekal Taluk, Kasaba Hobli, Soluru","Behind Solapura Bus Stop","","POINT(77.687 12.66729)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33384","GUHPS ANEKAL","ed","urdu","Lower Primary","co-ed","anekal urdu","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Anekal Post, Anekal Town, Anekal Taluk, Bangalore, Anekal Town","Opp BEO Office & Near Kambad Ganesh Temple","356M, 361C","POINT(77.69531 12.70862)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32801","GKHPS HARAGADDE","ed","kannada","Upper Primary","co-ed","haragadde","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Haragadde Post, Anekal Taluk, Haragadde","Near Haragadde Bus Stop","365Z, 366, 372","POINT(77.6545 12.76239)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32076","GKHPS DEVANGAPET","ed","kannada","Upper Primary","co-ed","anekal","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Anekal Post, Anekal Town, Anekal Taluk, Bangalore, Rajanna Layout","Near Saraswathi Vidya Mandira","","POINT(77.6953 12.71477)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33427","GKLPS HALDENAHALLI","ed","kannada","Lower Primary","co-ed","sabmangala","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Anekal to Attibele Main 'Road, Bestamanahalli Post, Kasaba Post, Anekal Taluk, Bangalore, Haldenahalli","Beside Anjaneya Swamy Temple","399 C","POINT(77.70876 12.71718)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33366","GKHPS THINDLU","ed","kannada","Upper Primary","co-ed","mugaluru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562125","Sarjapur Post, Anekal Taluk, Sarjapur Hobli, Thindlu","Behind Thindlu Bus Stop","342E,KSRTC","POINT(77.80826 12.86277)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32403","GKLPS AVADADENAHALLI","ed","kannada","Lower Primary","co-ed","byagadadenahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Marasuru Post, Kasaba Hobli, Anekal Taluk, Bangalore, Avadadenahalli","Near Railway Crossing Gate","356 C","POINT(77.70983 12.74661)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32615","GKHPS KALLUBALU","ed","kannada","Upper Primary","co-ed","harappana halli","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Mallubalu Post, Jigani Hobli, Anekal Taluk, Kallubalu","Near Kallubalu Bus Stop","366NN, 365N, 366J","POINT(77.62206 12.77102)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32514","GKHPS INDILWADI","ed","kannada","Upper Primary","co-ed","chikkahosahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Indalwadi Post, Anekal Thaluk, Kasab Hobli, Indalwadi","Opp Indalwadi Bus Stop","KSRTC","POINT(77.63877 12.7284)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32080","GKLPS PUMPHOUSE","ed","kannada","Lower Primary","co-ed","anekal","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Anekal Post, Anekal Town, Anekal Taluk, Bangalore, Pumphouse","Near Anekal Court","","POINT(77.70174 12.71661)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32808","GKHPS MADAPATNA","ed","kannada","Upper Primary","co-ed","haragadde","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","560105","Haragadde Post, Anekal Taluk, Madapatna","Opposite Madapatana Bus Stop","365Z, 366, 372","POINT(77.64889 12.77233)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33398","GKLPS KOMMASANDRA","ed","kannada","Lower Primary","co-ed","nerlooru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562125","Dinne, Dommasandra Post, Sarjapura Hobli, Anekal Thaluk, Bangalore, Kommasandra","Near Mariyamma Temple","342N","POINT(77.74417 12.86178)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32944","GKHPS ADIGARAKALLAHALLI","ed","kannada","Upper Primary","co-ed","sarjapura","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562107","Bidaraguppe Post, Srajapura Hoblik, Anekal Taluk, Adigarakallahalli","Behind Adigarakallahalli Bus Stop","342 K Last Stop","POINT(77.80277 12.82562)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32083","GKHPS ANEKAL","ed","kannada","Upper Primary","co-ed","anekal","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Thali Road, Anekal Post, Anekal Town, Anekal Taluk, Bangalore, Anekal","Opp Anekal Taluk Office","356M, 361C","POINT(77.69403 12.70939)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32627","GKHPS RAGIHALLI","ed","kannada","Upper Primary","co-ed","mantapa","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Ragihalli Post, Jigani Hobl,lli, Anekal Taluk, Ragihalli","Opposite Ragihalli Bus Stop","370A, 370E, 370F","POINT(77.57464 12.73967)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33362","GKHPS KUTHAGANNA HALLI","ed","kannada","Upper Primary","co-ed","mugaluru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562125","Nerige Post, Anekal Taluk, Sarjapur Hobli, Kuthagana Halli","Behind Kuthagana Halli","342323","POINT(77.80218 12.88839)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32857","GKLPS GHATTA HALLI","ed","kannada","Lower Primary","co-ed","huskuru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562107","Huskuru Post, Anekal Taluk, Ghatta Halli","Opposite Ghatta Halli Bus Stop","349B","POINT(77.70379 12.86799)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32331","GKLPS KALLAKERE","ed","kannada","Lower Primary","co-ed","bannerughatta","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","560083","Bannerghatta Post, Anekal Taluk, Bangalore, Kallakere","Near Kallakere Bus Stop","365, 366","POINT(77.59047 12.82999)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33406","GKHPS YADAVANAHALLI","ed","kannada","Upper Primary","co-ed","nerlooru","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562107","Yadavanahalli Post, Attibele Hobli, Anekal Taluk, Bangalore, Yadavanahalli","Opposite Sri Thimmaraya Swamy Ladies Tailors","360, 360A, 360B","POINT(77.75142 12.78859)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32526","GKLPS INDILWADIPURA","ed","kannada","Lower Primary","co-ed","chikkahosahalli","anekal","bangalore u south","primary","Anekal","Bangalore Rural","562106","Thamma Nayakana Halli Post, Anekal Thaluk, Kasab Hobli, Indalvadi Pura","Opp Indalvadi Pura Bus Stop","KSRTC","POINT(77.64045 12.71607)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32625","GKLPS MAHANTHALINGAPURA","ed","kannada","Lower Primary","co-ed","harappana halli","anekal","bangalore u south","primary","Bangalore South","Bangalore Rural","562106","Kallubalu Post, Jigani Hobli, Anekal Taluk, Bangalore, Mahanthalingapura","Behind Mahanthalingapura Milk Dairy","366D, 366E","POINT(77.61763 12.76642)","D.R.Ramamurthy","080-7829293","9480695024","beo-ank.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
